ADM3_EN,ADM3_TH,ADM3_PCODE,ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE,lat,lon
Ho Klong,หอกลอง,TH650605,Phrom Phiram,พรหมพิราม,TH6506,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,16.984837666143545,100.25089903841618
Si Phirom,ศรีภิรมย์,TH650606,Phrom Phiram,พรหมพิราม,TH6506,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,17.127465873703304,100.07834842319996
Taluk Thiam,ตลุกเทียม,TH650607,Phrom Phiram,พรหมพิราม,TH6506,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,17.144370614844092,100.02130993647397
Wang Won,วังวน,TH650608,Phrom Phiram,พรหมพิราม,TH6506,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,17.051940899804595,100.05856360601139
Nong Khaem,หนองแขม,TH650609,Phrom Phiram,พรหมพิราม,TH6506,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,17.043774302275775,100.12974345787396
Matong,มะต้อง,TH650610,Phrom Phiram,พรหมพิราม,TH6506,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,17.096887789416183,100.17457786983006
Thap Yai Chiang,ทับยายเชียง,TH650611,Phrom Phiram,พรหมพิราม,TH6506,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,17.095498769215098,100.26970817446976
Dong Prakham,ดงประคำ,TH650612,Phrom Phiram,พรหมพิราม,TH6506,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,17.179497506966612,100.23078039049899
Wat Bot,วัดโบสถ์,TH650701,Wat Bot,วัดโบสถ์,TH6507,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,17.002814468552643,100.31611621991635
Tha Ngam,ท่างาม,TH650702,Wat Bot,วัดโบสถ์,TH6507,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,17.0215679772171,100.36476240684567
Tho Thae,ท้อแท้,TH650703,Wat Bot,วัดโบสถ์,TH6507,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,16.968902414173197,100.29655680008577
Ban Yang,บ้านยาง,TH650704,Wat Bot,วัดโบสถ์,TH6507,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,17.061332025279096,100.41736575309272
Hin Lat,หินลาด,TH650705,Wat Bot,วัดโบสถ์,TH6507,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,17.16648228396548,100.33244824825613
Khan Chong,คันโช้ง,TH650706,Wat Bot,วัดโบสถ์,TH6507,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,17.251808410515874,100.38683240870004
Wang Thong,วังทอง,TH650801,Wang Thong,วังทอง,TH6508,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,16.821662623259424,100.40225160255899
Phan Chali,พันชาลี,TH650802,Wang Thong,วังทอง,TH6508,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,16.61008924175415,100.52442351365119
Mae Raka,แม่ระกา,TH650803,Wang Thong,วังทอง,TH6508,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,16.700891981474516,100.36878520999115
Ban Klang,บ้านกลาง,TH650804,Wang Thong,วังทอง,TH6508,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,17.016493746982004,100.54923294723022
Wang Phikun,วังพิกุล,TH650805,Wang Thong,วังทอง,TH6508,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,16.76756060127086,100.35602872328455
Kaeng Sopha,แก่งโสภา,TH650806,Wang Thong,วังทอง,TH6508,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,16.899849645749576,100.65933647472849
Tha Muen Ram,ท่าหมื่นราม,TH650807,Wang Thong,วังทอง,TH6508,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,16.69078308911788,100.51330048000692
Wang Nok Aen,วังนกแอ่น,TH650808,Wang Thong,วังทอง,TH6508,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,16.80232583807762,100.68675450537722
Nong Phra,หนองพระ,TH650809,Wang Thong,วังทอง,TH6508,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,16.680999677787668,100.44033763417896
Chai Nam,ชัยนาม,TH650810,Wang Thong,วังทอง,TH6508,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,16.84037021077916,100.46817738694463
Din Thong,ดินทอง,TH650811,Wang Thong,วังทอง,TH6508,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,16.77039197379682,100.44236331630775
Chomphu,ชมพู,TH650901,Noen Maprang,เนินมะปราง,TH6509,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,16.68373948388251,100.72485928648877
Ban Mung,บ้านมุง,TH650902,Noen Maprang,เนินมะปราง,TH6509,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,16.54360509842657,100.75216972990536
Sai Yoi,ไทรย้อย,TH650903,Noen Maprang,เนินมะปราง,TH6509,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,16.452438998642926,100.63457444491162
Wang Phrong,วังโพรง,TH650904,Noen Maprang,เนินมะปราง,TH6509,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,16.383468965837253,100.66325554639995
Ban Noi Sum Khi Lek,บ้านน้อยซุ้มขี้เ,TH650905,Noen Maprang,เนินมะปราง,TH6509,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,16.532817943641682,100.60762870336781
Noen Maprang,เนินมะปราง,TH650906,Noen Maprang,เนินมะปราง,TH6509,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,16.588675312165957,100.64849815518339
Wang Yang,วังยาง,TH650907,Noen Maprang,เนินมะปราง,TH6509,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,16.456231195461587,100.73973186360084
Nai Mueang,ในเมือง,TH660101,Mueang Phichit,เมืองพิจิตร,TH6601,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.443670064731037,100.34241457107069
Phai Khwang,ไผ่ขวาง,TH660102,Mueang Phichit,เมืองพิจิตร,TH6601,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.504792809402808,100.29989126514279
Yan Yao,ย่านยาว,TH660103,Mueang Phichit,เมืองพิจิตร,TH6601,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.50932035836083,100.2640261671113
Tha Lo,ท่าฬ่อ,TH660104,Mueang Phichit,เมืองพิจิตร,TH6601,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.504967910169366,100.34063727446335
Pak Thang,ปากทาง,TH660105,Mueang Phichit,เมืองพิจิตร,TH6601,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.465388853137995,100.35098294183916
Khlong Khachen,คลองคะเชนทร์,TH660106,Mueang Phichit,เมืองพิจิตร,TH6601,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.456482048662426,100.29485867733938
Rong Chang,โรงช้าง,TH660107,Mueang Phichit,เมืองพิจิตร,TH6601,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.423524351972695,100.26439566332282
Mueang Kao,เมืองเก่า,TH660108,Mueang Phichit,เมืองพิจิตร,TH6601,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.392286282496496,100.30220136310224
Tha Luang,ท่าหลวง,TH660109,Mueang Phichit,เมืองพิจิตร,TH6601,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.419114912002602,100.36299530192679
Ban Bung,บ้านบุ่ง,TH660110,Mueang Phichit,เมืองพิจิตร,TH6601,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.394066046083058,100.42418353656836
Kha Mang,ฆะมัง,TH660111,Mueang Phichit,เมืองพิจิตร,TH6601,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.370184463539637,100.37187902280462
Dong Pa Kham,ดงป่าคำ,TH660112,Mueang Phichit,เมืองพิจิตร,TH6601,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.295004311044742,100.36384301317496
Hua Dong,หัวดง,TH660113,Mueang Phichit,เมืองพิจิตร,TH6601,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.331874636077792,100.44040843209129
Pa Makhap,ป่ามะคาบ,TH660115,Mueang Phichit,เมืองพิจิตร,TH6601,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.50140238884346,100.3924296695775
Sai Kham Ho,สายคำโห้,TH660119,Mueang Phichit,เมืองพิจิตร,TH6601,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.40720310870104,100.48478705500828
Dong Klang,ดงกลาง,TH660120,Mueang Phichit,เมืองพิจิตร,TH6601,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.345340831754854,100.34329267615438
Wang Sai Phun,วังทรายพูน,TH660201,Wang Sai Phun,วังทรายพูน,TH6602,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.397948952323876,100.58182712364936
Nong Pla Lai,หนองปลาไหล,TH660202,Wang Sai Phun,วังทรายพูน,TH6602,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.44377742330783,100.49789145750788
Nong Phra,หนองพระ,TH660203,Wang Sai Phun,วังทรายพูน,TH6602,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.34210950065915,100.56577410296546
Nong Plong,หนองปล้อง,TH660204,Wang Sai Phun,วังทรายพูน,TH6602,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.341554674448883,100.50129714617881
Pho Prathap Chang,โพธิ์ประทับช้าง,TH660301,Pho Prathap Chang,โพธิ์ประทับช้าง,TH6603,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.324654340618025,100.30002860022489
Phai Tha Pho,ไผ่ท่าโพ,TH660302,Pho Prathap Chang,โพธิ์ประทับช้าง,TH6603,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.27785009188682,100.2350799407925
Wang Chik,วังจิก,TH660303,Pho Prathap Chang,โพธิ์ประทับช้าง,TH6603,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.353034369316532,100.25228761655508
Phai Rop,ไผ่รอบ,TH660304,Pho Prathap Chang,โพธิ์ประทับช้าง,TH6603,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.353483591150933,100.16248778537869
Dong Suea Lueang,ดงเสือเหลือง,TH660305,Pho Prathap Chang,โพธิ์ประทับช้าง,TH6603,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.267233468394185,100.16678498372507
Noen Sawang,เนินสว่าง,TH660306,Pho Prathap Chang,โพธิ์ประทับช้าง,TH6603,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.31608250033321,100.14408268527187
Thung Yai,ทุ่งใหญ่,TH660307,Pho Prathap Chang,โพธิ์ประทับช้าง,TH6603,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.287772491350527,100.07606948761699
Taphan Hin,ตะพานหิน,TH660401,Taphan Hin,ตะพานหิน,TH6604,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.21840592242619,100.42249319637283
Ngio Rai,งิ้วราย,TH660402,Taphan Hin,ตะพานหิน,TH6604,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.24725814830778,100.43059331044701
Huai Ket,ห้วยเกตุ,TH660403,Taphan Hin,ตะพานหิน,TH6604,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.240193890525408,100.40091424704832
Sai Rong Khon,ไทรโรงโขน,TH660404,Taphan Hin,ตะพานหิน,TH6604,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.167668723103947,100.41910501487985
Nong Phayom,หนองพยอม,TH660405,Taphan Hin,ตะพานหิน,TH6604,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.243196411569983,100.4719205505056
Thung Pho,ทุ่งโพธิ์,TH660406,Taphan Hin,ตะพานหิน,TH6604,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.138842560750795,100.50494308814478
Dong Takhop,ดงตะขบ,TH660407,Taphan Hin,ตะพานหิน,TH6604,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.137919379798394,100.46718220338357
Khlong Khun,คลองคูณ,TH660408,Taphan Hin,ตะพานหิน,TH6604,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.159218726855563,100.36028834554267
Wang Samrong,วังสำโรง,TH660409,Taphan Hin,ตะพานหิน,TH6604,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.251935523111,100.3079454547288
Wang Wa,วังหว้า,TH660410,Taphan Hin,ตะพานหิน,TH6604,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.225529273693656,100.36925039938426
Wang Lum,วังหลุม,TH660411,Taphan Hin,ตะพานหิน,TH6604,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.212503116693256,100.51641266620433
Thap Man,ทับหมัน,TH660412,Taphan Hin,ตะพานหิน,TH6604,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.20218880604205,100.30018420787026
Phai Luang,ไผ่หลวง,TH660413,Taphan Hin,ตะพานหิน,TH6604,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.17763629798123,100.39340076419673
Bang Mun Nak,บางมูลนาก,TH660501,Bang Mun Nak,บางมูลนาก,TH6605,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.031476879691066,100.3787507246787
Bang Phai,บางไผ่,TH660502,Bang Mun Nak,บางมูลนาก,TH6605,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.116904631413487,100.40831486611457
Ho Krai,หอไกร,TH660503,Bang Mun Nak,บางมูลนาก,TH6605,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.060316805853805,100.37895907589211
Noen Makok,เนินมะกอก,TH660504,Bang Mun Nak,บางมูลนาก,TH6605,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,15.988848486783152,100.3613257017631
Wang Samrong,วังสำโรง,TH660505,Bang Mun Nak,บางมูลนาก,TH6605,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,15.968801905340268,100.4271190583493
Phum,ภูมิ,TH660506,Bang Mun Nak,บางมูลนาก,TH6605,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.037725776917185,100.44141557507788
Wang Krot,วังกรด,TH660507,Bang Mun Nak,บางมูลนาก,TH6605,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,15.982221689450077,100.4758965870032
Huai Khen,ห้วยเขน,TH660508,Bang Mun Nak,บางมูลนาก,TH6605,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.032968721870375,100.4794928876163
Wang Taku,วังตะกู,TH660509,Bang Mun Nak,บางมูลนาก,TH6605,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.04753274883508,100.51330021827472
Lam Prada,ลำประดา,TH660514,Bang Mun Nak,บางมูลนาก,TH6605,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.08235122302373,100.46390352070496
Pho Thale,โพทะเล,TH660601,Pho Thale,โพทะเล,TH6606,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.110165293245288,100.25668540705263
Thai Nam,ท้ายน้ำ,TH660602,Pho Thale,โพทะเล,TH6606,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.147477474134792,100.2091287194476
Thanong,ทะนง,TH660603,Pho Thale,โพทะเล,TH6606,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.07689526045126,100.17914614622647
Tha Bua,ท่าบัว,TH660604,Pho Thale,โพทะเล,TH6606,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.0751266965976,100.3286960156772
Thung Noi,ทุ่งน้อย,TH660605,Pho Thale,โพทะเล,TH6606,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.11782261117728,100.31163231273862
Tha Khamin,ท่าขมิ้น,TH660606,Pho Thale,โพทะเล,TH6606,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.02209692235615,100.18933529997584
Tha Sao,ท่าเสา,TH660607,Pho Thale,โพทะเล,TH6606,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,15.965561518043888,100.21132602536375
Bang Khlan,บางคลาน,TH660608,Pho Thale,โพทะเล,TH6606,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.008221738680113,100.27850202362816
Tha Nang,ท่านั่ง,TH660611,Pho Thale,โพทะเล,TH6606,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,15.967540346048802,100.27447430562475
Ban Noi,บ้านน้อย,TH660612,Pho Thale,โพทะเล,TH6606,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.046489402228783,100.28378642208693
Wat Khwang,วัดขวาง,TH660613,Pho Thale,โพทะเล,TH6606,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.15970808577732,100.29281548691927
Sam Ngam,สามง่าม,TH660701,Sam Ngam,สามง่าม,TH6607,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.496048757428433,100.21054075871362
Kamphaeng Din,กำแพงดิน,TH660702,Sam Ngam,สามง่าม,TH6607,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.588756301889237,100.20847986668092
Rang Nok,รังนก,TH660703,Sam Ngam,สามง่าม,TH6607,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.43220856924977,100.21133133590253
Noen Po,เนินปอ,TH660706,Sam Ngam,สามง่าม,TH6607,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.40881300671028,100.13459571038514
Nong Sano,หนองโสน,TH660707,Sam Ngam,สามง่าม,TH6607,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.38924031696699,100.03684367276682
Tap Khlo,ทับคล้อ,TH660801,Tap Khlo,ทับคล้อ,TH6608,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.186407911392827,100.56951153896644
Khao Sai,เขาทราย,TH660802,Tap Khlo,ทับคล้อ,TH6608,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.19458409990722,100.63858019868785
Khao Chet Luk,เขาเจ็ดลูก,TH660803,Tap Khlo,ทับคล้อ,TH6608,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.279314720227372,100.58520276370409
Thai Thung,ท้ายทุ่ง,TH660804,Tap Khlo,ทับคล้อ,TH6608,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.105450187419756,100.57621219399778
Sak Lek,สากเหล็ก,TH660901,Sak Lek,สากเหล็ก,TH6609,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.48648103954837,100.46145453519937
Tha Yiam,ท่าเยี่ยม,TH660902,Sak Lek,สากเหล็ก,TH6609,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.515821211668232,100.53629072740264
Khlong Sai,คลองทราย,TH660903,Sak Lek,สากเหล็ก,TH6609,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.554637990690953,100.56065889295165
Nong Ya Sai,หนองหญ้าไทร,TH660904,Sak Lek,สากเหล็ก,TH6609,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.54261292988226,100.51281139870645
Wang Thap Sai,วังทับไทร,TH660905,Sak Lek,สากเหล็ก,TH6609,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.48898870694201,100.55532807322899
Huai Kaeo,ห้วยแก้ว,TH661001,Bueng Na Rang,บึงนาราง,TH6610,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.16627637193696,100.11056154277854
Pho Sai Ngam,โพธิ์ไทรงาม,TH661002,Bueng Na Rang,บึงนาราง,TH6610,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.12199966284182,100.12317043146209
Laem Rang,แหลมรัง,TH661003,Bueng Na Rang,บึงนาราง,TH6610,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.224427668969824,100.07425234747937
Bang Lai,บางลาย,TH661004,Bueng Na Rang,บึงนาราง,TH6610,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.207433666913143,100.23121433371956
Bueng Na Rang,บึงนาราง,TH661005,Bueng Na Rang,บึงนาราง,TH6610,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.21004218999177,100.15971910871822
Wang Ngio Tai,วังงิ้วใต้,TH661101,Dong Charoen,ดงเจริญ,TH6611,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.03324243380775,100.64477638170523
Wang Ngio,วังงิ้ว,TH661102,Dong Charoen,ดงเจริญ,TH6611,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,15.98455502961613,100.74543318060712
Huai Ruam,ห้วยร่วม,TH661103,Dong Charoen,ดงเจริญ,TH6611,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,15.97122399206831,100.53634171483117
Huai Phuk,ห้วยพุก,TH661104,Dong Charoen,ดงเจริญ,TH6611,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,15.995952655066404,100.59751103213613
Samnak Khun Nen,สำนักขุนเณร,TH661105,Dong Charoen,ดงเจริญ,TH6611,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.042343143771564,100.56722242834599
Ban Na,บ้านนา,TH661201,Wachirabarami,วชิรบารมี,TH6612,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.494676499829318,100.12831717039624
Bueng Bua,บึงบัว,TH661202,Wachirabarami,วชิรบารมี,TH6612,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.48410356689644,100.05111775235602
Wang Mok,วังโมกข์,TH661203,Wachirabarami,วชิรบารมี,TH6612,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.55525177141032,100.08332289427877
Nong Lum,หนองหลุม,TH661204,Wachirabarami,วชิรบารมี,TH6612,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,16.573825691024474,100.14825504210219
Nai Mueang,ในเมือง,TH670101,Mueang Phetchabun,เมืองเพชรบูรณ์,TH6701,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.419837987647465,101.15494765009187
Tabo,ตะเบาะ,TH670102,Mueang Phetchabun,เมืองเพชรบูรณ์,TH6701,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.32161613302111,101.29895151548999
Ban Tok,บ้านโตก,TH670103,Mueang Phetchabun,เมืองเพชรบูรณ์,TH6701,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.3470749476236,101.05596825835988
Sadiang,สะเดียง,TH670104,Mueang Phetchabun,เมืองเพชรบูรณ์,TH6701,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.423093165540987,101.15020015675458
Pa Lao,ป่าเลา,TH670105,Mueang Phetchabun,เมืองเพชรบูรณ์,TH6701,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.44872513870456,100.972487111772
Na Ngua,นางั่ว,TH670106,Mueang Phetchabun,เมืองเพชรบูรณ์,TH6701,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.50708926359387,101.14726678588734
Tha Phon,ท่าพล,TH670107,Mueang Phetchabun,เมืองเพชรบูรณ์,TH6701,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.58437813505157,101.12809654346901
Dong Mun Lek,ดงมูลเหล็ก,TH670108,Mueang Phetchabun,เมืองเพชรบูรณ์,TH6701,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.477773091238742,101.20291129292895
Ban Khok,บ้านโคก,TH670109,Mueang Phetchabun,เมืองเพชรบูรณ์,TH6701,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.470791718905573,101.2498083070622
Chon Phrai,ชอนไพร,TH670110,Mueang Phetchabun,เมืองเพชรบูรณ์,TH6701,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.34744353709885,101.14840399062638
Na Pa,นาป่า,TH670111,Mueang Phetchabun,เมืองเพชรบูรณ์,TH6701,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.393580294462357,101.27923237599732
Na Yom,นายม,TH670112,Mueang Phetchabun,เมืองเพชรบูรณ์,TH6701,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.229280446723852,101.23007613242032
Wang Chomphu,วังชมภู,TH670113,Mueang Phetchabun,เมืองเพชรบูรณ์,TH6701,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.26578721216462,101.02610816283496
Nam Ron,น้ำร้อน,TH670114,Mueang Phetchabun,เมืองเพชรบูรณ์,TH6701,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.31077392803756,101.18867230823703
Huai Sakae,ห้วยสะแก,TH670115,Mueang Phetchabun,เมืองเพชรบูรณ์,TH6701,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.190643746797505,101.06609732346476
Huai Yai,ห้วยใหญ่,TH670116,Mueang Phetchabun,เมืองเพชรบูรณ์,TH6701,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.508898825174388,101.3826665601723
Rawing,ระวิง,TH670117,Mueang Phetchabun,เมืองเพชรบูรณ์,TH6701,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.145943792307257,101.13741784172018
Chon Daen,ชนแดน,TH670201,Chon Daen,ชนแดน,TH6702,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.158862029616206,100.89639577391138
Dong Khui,ดงขุย,TH670202,Chon Daen,ชนแดน,TH6702,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.11809842876903,100.69423676177257
Tha Kham,ท่าข้าม,TH670203,Chon Daen,ชนแดน,TH6702,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.195454237520202,100.78490366521687
Phutthabat,พุทธบาท,TH670204,Chon Daen,ชนแดน,TH6702,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.247166778465694,100.89569590921089
Lat Khae,ลาดแค,TH670205,Chon Daen,ชนแดน,TH6702,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.981513994896796,100.83859899635985
Ban Kluai,บ้านกล้วย,TH670206,Chon Daen,ชนแดน,TH6702,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.049994798751555,100.74373607202487
Sap Phutsa,ซับพุทรา,TH670208,Chon Daen,ชนแดน,TH6702,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.035775377438142,100.92596258167899
